subevent_id,results_url,name,series,year
99F76AA0-8C0F-4638-B4F7-909C0AA300CE,https://www.ironman.com/im703-nice-results,Nice,IRONMAN-70.3,2023
5316402B-3702-471E-B02D-A281FD963E42,https://www.ironman.com/im703-nice-results,Nice,IRONMAN-70.3,2022
C1326DDC-9B48-4580-A911-176BDDE44C31,https://www.ironman.com/im703-nice-results,Nice,IRONMAN-70.3,2021
A75A0F1E-C5AD-E711-9419-005056951BF1,https://www.ironman.com/im703-nice-results,Nice,IRONMAN-70.3,2018
FDD29721-A47D-408B-B6C2-4BF0934A373C,https://www.ironman.com/im703-switzerland-results,Switzerland,IRONMAN-70.3,2023
3B12B880-6FDB-45AA-99E9-29E1099143E4,https://www.ironman.com/im703-switzerland-results,Switzerland,IRONMAN-70.3,2022
A00AB9C9-481C-4CB8-967B-B86DF162E176,https://www.ironman.com/im703-switzerland-results,Switzerland,IRONMAN-70.3,2021
0110BD42-EF94-E811-9421-005056951BF1,https://www.ironman.com/im703-switzerland-results,Switzerland,IRONMAN-70.3,2019
9BC13D16-9277-E711-9418-005056951BF1,https://www.ironman.com/im703-switzerland-results,Switzerland,IRONMAN-70.3,2018
6401AEA4-C055-E611-940F-005056951BF1,https://www.ironman.com/im703-switzerland-results,Switzerland,IRONMAN-70.3,2017
43DAAB53-1332-E511-9403-005056951BF1,https://www.ironman.com/im703-switzerland-results,Switzerland,IRONMAN-70.3,2016
1B78B86F-3345-47AC-A36A-4D7ADDC65C08,https://www.ironman.com/im703-westfriesland-results,Westfriesland,IRONMAN-70.3,2023
07EBFB33-CF3C-423F-B3C4-286B1CFDDC19,https://www.ironman.com/im703-westfriesland-results,Westfriesland,IRONMAN-70.3,2022
CBB22E26-B737-47F7-9A0A-E540EB7C9E57,https://www.ironman.com/im703-westfriesland-results,Westfriesland,IRONMAN-70.3,2021
6C6C2B3E-46B9-E911-A986-000D3A364086,https://www.ironman.com/im703-westfriesland-results,Westfriesland,IRONMAN-70.3,2020
63310100-2AB9-4AC7-B635-AB879968F1F9,https://www.ironman.com/im703-vichy-results,Vichy,IRONMAN-70.3,2023
21FD83D1-C771-42FC-898A-366AF92FABBC,https://www.ironman.com/im703-vichy-results,Vichy,IRONMAN-70.3,2022
6F1E9F11-54CE-4B46-89AD-C8154F7B98D3,https://www.ironman.com/im703-vichy-results,Vichy,IRONMAN-70.3,2021
8BF835CD-4CC6-E811-A96A-000D3A35F53A,https://www.ironman.com/im703-vichy-results,Vichy,IRONMAN-70.3,2019
BC3B8529-60A8-E711-9419-005056951BF1,https://www.ironman.com/im703-vichy-results,Vichy,IRONMAN-70.3,2018
BDCC773D-8091-E611-9410-005056951BF1,https://www.ironman.com/im703-vichy-results,Vichy,IRONMAN-70.3,2017
49A595A5-FB4F-E511-9409-005056951BF1,https://www.ironman.com/im703-vichy-results,Vichy,IRONMAN-70.3,2016
AD264DDA-76A5-E411-9400-005056951BF1,https://www.ironman.com/im703-vichy-results,Vichy,IRONMAN-70.3,2015
0F531726-03F5-4CB9-B175-64ADB2E61FAB,https://www.ironman.com/im703-warsaw-results,Warsaw,IRONMAN-70.3,2023
8449AEE9-90D4-4256-ACF5-53EB4AEF1149,https://www.ironman.com/im703-warsaw-results,Warsaw,IRONMAN-70.3,2022
5EBB5765-CE57-4661-B4D5-FC760CEBDCFD,https://www.ironman.com/im703-warsaw-results,Warsaw,IRONMAN-70.3,2021
21D5F802-E971-4D26-B5F4-E265383A7AA3,https://www.ironman.com/im703-weymouth-results,Weymouth,IRONMAN-70.3,2023
F28A2871-7BCC-4AA7-99E7-34452A789643,https://www.ironman.com/im703-weymouth-results,Weymouth,IRONMAN-70.3,2022
3EF53222-43AC-4FCC-8F17-556057833D30,https://www.ironman.com/im703-weymouth-results,Weymouth,IRONMAN-70.3,2021
C169F197-A2F4-E811-A972-000D3A364086,https://www.ironman.com/im703-weymouth-results,Weymouth,IRONMAN-70.3,2019
02D06C66-FAC3-E711-941B-005056951BF1,https://www.ironman.com/im703-weymouth-results,Weymouth,IRONMAN-70.3,2018
207611DB-B96B-E611-940F-005056951BF1,https://www.ironman.com/im703-weymouth-results,Weymouth,IRONMAN-70.3,2017
F925DBA4-1D7F-E511-9409-005056951BF1,https://www.ironman.com/im703-weymouth-results,Weymouth,IRONMAN-70.3,2016
FCA8E7D2-2675-40B5-96B5-4257AE80BB06,https://www.ironman.com/im703-zell-am-see-results,Zell am See-Kaprun,IRONMAN-70.3,2023
